ok	lemma	pos	rank	current	suggested	note
y	disturbio	sustantivo	3320	Cambio violento del orden público.	Situación violenta que crea un grupo de gente en la calle.	agent fix: "Cambio violento del orden público" is an unnatural calque; a disturbio is a riot/street disorder.
y	primario	adjetivo	3321	Que es primero en orden o importancia.	Que es primero en orden o importancia.	agent ok
y	radical	adjetivo	3322	Que defiende cambios grandes y extremos.	Que es total y llega hasta la base de algo.	agent fix: News political sense; the basic sense is total/fundamental, as in "un cambio radical".
y	desaparecer	verbo	3323	Dejar de estar visible o en un lugar.	Dejar de estar visible o en un lugar.	agent ok
y	comandante	sustantivo	3325	Persona que dirige un grupo militar.	Persona que dirige un grupo militar.	agent ok
y	opinar	verbo	3329	Expresar lo que se piensa sobre algo.	Expresar lo que se piensa sobre algo.	agent ok
y	públicamente	adverbio	3331	De forma abierta y ante muchas personas.	De forma abierta y ante muchas personas.	agent ok
y	retirar	verbo	3332	Llevar algo o a alguien a un lugar lejos.	Quitar algo del lugar donde estaba.	agent fix: Wrong: retirar is to remove/take away, not to carry something far away.
y	cuello	sustantivo	3334	Parte del cuerpo que une la cabeza con el cuerpo.	Parte del cuerpo que une la cabeza con los hombros.	agent fix: "une la cabeza con el cuerpo" is illogical (the head is part of the body).
y	tranquilo	adjetivo	3335	Que está en calma y sin miedo.	Que está en calma, sin ruido ni preocupación.	agent fix: "sin miedo" is off; tranquilo is calm, without worry or agitation, also for places.
y	salto	sustantivo	3337	Movimiento rápido que separa los pies del suelo.	Movimiento rápido que separa los pies del suelo.	agent ok
y	contaminación	sustantivo	3338	Presencia de sustancias malas en el ambiente.	Presencia de sustancias malas en el ambiente.	agent ok
y	volante	sustantivo	3341	Rueda que gira para dirigir un vehículo.	Rueda que gira para dirigir un vehículo.	agent ok
y	ampliación	sustantivo	3346	Acción de hacer algo más grande.	Acción de hacer algo más grande.	agent ok
y	natal	adjetivo	3347	Del lugar donde se nace.	Del lugar donde se nace.	agent ok
y	religión	sustantivo	3348	Conjunto de ideas sobre dios y la fe.	Conjunto de ideas sobre dios y la fe.	agent ok
y	pierna	sustantivo	3349	Parte del cuerpo que permite caminar.	Parte larga del cuerpo que termina en un pie.	agent fix: Too vague: feet also let you walk.
y	inicialmente	adverbio	3356	En el primer momento o etapa de algo.	En el primer momento o etapa de algo.	agent ok
y	migrante	sustantivo	3361	Persona que se mueve de un país a otro.	Persona que deja su lugar de origen para vivir en otro.	agent fix: "se mueve de un país a otro" describes a traveller, not someone who moves to live elsewhere.
y	contratación	sustantivo	3362	Acción de acordar un servicio o empleo.	Acción de acordar un servicio o empleo.	agent ok
y	esquina	sustantivo	3363	Lugar donde se unen dos paredes o calles.	Lugar donde se unen dos paredes o calles.	agent ok
y	sonrisa	sustantivo	3366	Expresión de la cara que muestra alegría o placer.	Gesto de alegría que se hace con la boca, sin sonido.	agent fix: Fits "risa" too; a smile is made with the mouth and is silent.
y	criterio	sustantivo	3367	Principio o norma para formar un juicio.	Principio o norma para formar un juicio.	agent ok
y	instrumento	sustantivo	3368	Objeto que sirve para realizar una actividad.	Objeto que sirve para realizar una actividad.	agent ok
y	centímetro	sustantivo	3372	Unidad de medida igual a la cien parte de metro.	Cada una de las cien partes iguales de un metro.	agent fix: Ungrammatical "la cien parte".
y	editorial	sustantivo	3373	Artículo de opinión que publica un periódico.	Empresa que publica libros.	agent fix: News sense (opinion article); the basic sense a learner meets is the publishing house.
y	ida	sustantivo	3375	Acción de ir de un lugar a otro.	Viaje desde un lugar hacia otro, contrario a la vuelta.	agent fix: "ir" is the headword's own verb family.
y	caos	sustantivo	3376	Situación de confusión total.	Situación de confusión total.	agent ok
y	fortuna	sustantivo	3378	Gran cantidad de dinero y bienes.	Gran cantidad de dinero y bienes.	agent ok
y	poeta	sustantivo	3379	Persona que hace poemas.	Artista que escribe obras en las que las palabras tienen ritmo.	agent fix: 'poesía' is an obvious family word of poeta
y	centenar	sustantivo	3383	Conjunto de cien unidades o elementos.	Conjunto de cien unidades o elementos.	agent ok
y	tránsito	sustantivo	3384	Circulación de vehículos por una vía.	Circulación de vehículos por una vía.	agent ok
y	adecuado	adjetivo	3386	Que resulta bueno para un fin.	Que resulta bueno para un fin.	agent ok
y	preguntar	verbo	3389	Decir una cuestión para obtener respuesta.	Pedir a alguien que diga algo que uno quiere saber.	agent fix: "Decir una cuestión" is unnatural Spanish.
y	finanza	sustantivo	3390	Actividad relacionada con el dinero y los bancos.	Actividad relacionada con el dinero y los bancos.	agent ok
y	intelectual	adjetivo	3391	Que se relaciona con el conocimiento y la mente.	Que tiene que ver con la mente y el conocimiento.	agent ok
y	monto	sustantivo	3394	Cantidad total de dinero de algo.	Cantidad total de dinero de algo.	agent ok
y	teoría	sustantivo	3396	Explicación de hechos basada en ideas.	Explicación de hechos basada en ideas.	agent ok
y	alquiler	sustantivo	3398	Pago por usar algo de otro por un tiempo.	Pago por usar algo de otro por un tiempo.	agent ok
y	procedente	adjetivo	3400	Que viene de un lugar.	Que viene de un lugar.	agent ok
y	personalidad	sustantivo	3402	Conjunto de cosas que hacen diferente a alguien.	Forma de ser propia que hace diferente a una persona.	agent fix: "Conjunto de cosas" is vague (could be physical traits, possessions). [family flag: persona]
y	séptimo	numeral	3406	Que ocupa la posición número siete.	Que ocupa la posición número siete.	agent ok
y	continuidad	sustantivo	3409	Hecho de seguir sin parar.	Hecho de seguir sin parar.	agent ok
y	previamente	adverbio	3413	En un momento anterior a otro.	En un momento anterior a otro.	agent ok
y	corredor	sustantivo	3415	Persona que corre en carreras deportivas.	Persona que participa en carreras a pie.	agent fix: "corre" is the headword's family (correr).
y	documental	sustantivo	3416	Película que muestra hechos reales.	Película que muestra hechos reales.	agent ok
y	occidental	adjetivo	3420	De países de la parte oeste del mundo.	De países de la parte oeste del mundo.	agent ok
y	disciplina	sustantivo	3422	Regla que ordena el comportamiento.	Orden y respeto de las reglas en un grupo o persona.	agent fix: Discipline is not a single rule; it is order/obedience to rules.
y	camión	sustantivo	3424	Vehículo grande para llevar carga.	Vehículo grande para llevar carga.	agent ok
y	observar	verbo	3427	Mirar con atención algo.	Mirar con atención algo.	agent ok
y	veinte	numeral	3430	Número que sigue al diecinueve.	Dos veces diez.	agent ok
y	colocar	verbo	3432	Poner algo en un sitio.	Poner algo en un sitio.	agent ok
y	capítulo	sustantivo	3434	Parte de un libro o serie.	Parte de un libro o serie.	agent ok
y	comprometer	verbo	3436	Poner en situación de riesgo.	Dar alguien su palabra de que va a hacer algo.	agent fix: Forms comprometió/comprometido are mostly "se comprometió a": the basic sense is to commit/promise, not to endanger.
y	gobernante	sustantivo	3437	Persona que dirige un país o región.	Persona que dirige un país o región.	agent ok
y	inmueble	sustantivo	3438	Construcción fija como casa o edificio.	Construcción fija como casa o edificio.	agent ok
y	realización	sustantivo	3441	Acción de completar algo planeado.	Acción de completar algo planeado.	agent ok
y	aportar	verbo	3442	Dar algo para un fin común.	Dar algo para un fin común.	agent ok
y	asesor	sustantivo	3445	Persona que da consejo experto.	Persona que da consejo experto.	agent ok
y	bala	sustantivo	3449	Pieza de metal que sale de un arma de fuego.	Pieza de metal que sale de un arma de fuego.	agent ok
y	explotación	sustantivo	3451	Uso fuerte y continuo de recursos naturales.	Uso fuerte y continuo de recursos naturales.	agent ok
y	cama	sustantivo	3456	Mueble para dormir o descansar.	Objeto de la casa donde se pasa la noche para dormir.	agent ok
y	ejercer	verbo	3457	Realizar una profesión o un cargo.	Realizar una profesión o un cargo.	agent ok
y	resaltar	verbo	3461	Destacar algo sobre lo demás.	Destacar algo sobre lo demás.	agent ok
y	leal	adjetivo	3462	Que muestra apoyo constante a una persona o grupo.	Que muestra apoyo constante a una persona o grupo.	agent ok
y	helicóptero	sustantivo	3464	Aparato que vuela con palas en la parte superior.	Aparato que sube al aire sin correr antes por el suelo.	agent fix: 14 words, over the 12-word limit
y	pecho	sustantivo	3465	Parte delantera del cuerpo entre cuello y estómago.	Parte de delante del cuerpo, debajo del cuello.	agent ok
y	vacío	adjetivo	3466	Que no contiene nada en su interior.	Que no contiene nada en su interior.	agent ok
y	esencial	adjetivo	3467	Que resulta absolutamente necesario o fundamental.	Que resulta absolutamente necesario o fundamental.	agent ok
y	novedad	sustantivo	3468	Cosa nueva o que no se conocía hasta ahora.	Cosa nueva o que no se conocía hasta ahora.	agent ok
y	arranque	sustantivo	3471	Momento inicial de un motor o máquina.	Momento inicial de un motor o máquina.	agent ok
y	ayuntamiento	sustantivo	3474	Organismo que gobierna un municipio.	Organismo que gobierna un municipio.	agent ok
y	directiva	sustantivo	3475	Grupo que dirige una organización.	Grupo de personas que manda en una organización.	agent fix: "dirige" is the headword's obvious family.
y	amistad	sustantivo	3476	Relación de cariño entre personas.	Relación de cariño entre personas.	agent ok
y	sombra	sustantivo	3477	Zona oscura que un objeto crea al cubrir la luz.	Zona oscura que un objeto crea al cubrir la luz.	agent ok
y	saldo	sustantivo	3478	Diferencia entre lo que se debe y lo que se tiene.	Cantidad de dinero que queda en una cuenta.	agent fix: Confusing formula; basic sense is the balance left in an account.
y	dosis	sustantivo	3479	Cantidad de medicamento que se toma cada vez.	Cantidad de medicamento que se toma cada vez.	agent ok
y	contener	verbo	3481	Mantener algo dentro de ciertos límites o fronteras.	Tener algo dentro.	agent fix: Wrong/non-basic sense: basic meaning is to contain (have inside), not keep within limits.
y	documentación	sustantivo	3484	Conjunto de papeles que muestran la identidad de alguien.	Conjunto de papeles que muestran la identidad de alguien.	agent ok
y	ficción	sustantivo	3486	Historia que no ocurrió en la realidad.	Historia que no ocurrió en la realidad.	agent ok
y	costado	sustantivo	3488	Cada uno de los dos lados del cuerpo humano.	Cada uno de los dos lados del cuerpo humano.	agent ok
y	dispuesto	adjetivo	3489	Que está listo y con ganas de hacer algo.	Que está listo y con ganas de hacer algo.	agent ok
y	hallazgo	sustantivo	3490	Cosa que se encuentra por casualidad o búsqueda.	Cosa que se encuentra por casualidad o búsqueda.	agent ok
y	instancia	sustantivo	3491	Cada paso o nivel en un proceso.	Cada paso o nivel en un proceso.	agent ok
y	gubernamental	adjetivo	3492	Que pertenece al gobierno o a su administración.	Que pertenece al gobierno o a su administración.	agent ok
y	profesión	sustantivo	3494	Actividad que requiere formación y da trabajo.	Actividad que requiere formación y da trabajo.	agent ok
y	descubrir	verbo	3495	Encontrar algo que estaba oculto o que no se conocía.	Encontrar algo que no se conocía.	agent ok
y	sorprender	verbo	3496	Causar sorpresa o gran impresión.	Causar impresión a alguien con algo que no esperaba.	agent fix: "sorpresa" is the headword's own family.
y	credibilidad	sustantivo	3503	Capacidad de quien genera confianza y fe.	Capacidad de quien genera confianza y fe.	agent ok
y	fortalecer	verbo	3504	Hacer más fuerte algo.	Hacer que algo tenga más poder o sea más duro.	agent fix: "fuerte" is the headword's obvious family (fortalecer < fuerte).
y	someter	verbo	3505	Hacer que alguien obedezca una autoridad o control.	Obligar a alguien a aceptar un poder o una autoridad.	agent ok
y	innovación	sustantivo	3506	Cambio que trae algo nuevo y útil.	Cambio que trae algo nuevo y útil.	agent ok
y	evaluación	sustantivo	3510	Análisis para medir valor o calidad.	Análisis para medir valor o calidad.	agent ok
y	revuelta	sustantivo	3511	Levantamiento violento contra la autoridad.	Levantamiento violento contra la autoridad.	agent ok
y	retiro	sustantivo	3512	Dinero que se saca de un banco o cuenta.	Momento en que alguien deja de trabajar por su edad.	agent fix: Non-basic LatAm banking sense; basic sense is retirement.
y	asesino	sustantivo	3513	Persona que mata a otra persona.	Persona que mata a otra persona.	agent ok
y	extra	adjetivo	3514	Que se añade a lo normal o habitual.	Que se añade a lo normal o habitual.	agent ok
y	educativo	adjetivo	3515	Que tiene que ver con la enseñanza y el aprendizaje.	Que tiene que ver con la enseñanza y el aprendizaje.	agent ok
y	combinación	sustantivo	3517	Mezcla de cosas distintas que forman un conjunto.	Mezcla de cosas distintas que forman un conjunto.	agent ok
y	enseñanza	sustantivo	3518	Actividad de transmitir conocimientos a otros.	Actividad de transmitir conocimientos a otros.	agent ok
y	aparte	adverbio	3520	En lugar o situación distinta de algo.	En lugar o situación distinta de algo.	agent ok
y	propietario	sustantivo	3521	Persona que tiene algo como dueño legal.	Persona que tiene algo como dueño legal.	agent ok
y	destrucción	sustantivo	3523	Acción de romper o acabar con algo.	Acción de romper o acabar con algo.	agent ok
y	hielo	sustantivo	3525	Agua dura y fría que se forma al bajar mucho la temperatura.	Agua dura y fría que se forma al bajar mucho la temperatura.	agent ok
y	correcto	adjetivo	3526	Que sigue las normas o las reglas de forma adecuada.	Que sigue las normas o las reglas de forma adecuada.	agent ok
y	examen	sustantivo	3527	Prueba que mide los conocimientos de una persona.	Prueba que mide los conocimientos de una persona.	agent ok
y	libra	sustantivo	3530	Moneda que se usa en algunos países como británica.	Moneda británica que se usa también en otros países.	agent fix: Ungrammatical "como británica".
y	posiblemente	adverbio	3531	Indica que algo puede ocurrir o ser cierto.	Indica que algo puede ocurrir o ser cierto.	agent ok
